enrollee_id,target
16548,0.6159885607398436
12036,0.04572039536844086
11061,0.3164538185557368
5032,0.03880282967098879
17599,0.10508303574951937
19314,0.08764206793038119
12365,0.2773855462604711
22696,0.06126025116423513
16083,0.05704960536522582
33240,0.03105547955205683
813,0.0740182711973589
1362,0.05012987968487843
3821,0.03681973826030252
26316,0.1737438082546134
29269,0.10436984834835075
22524,0.06895647474997828
30407,0.05198967321495267
863,0.08026769662894088
27743,0.07899380331170618
29303,0.09080253529204586
1019,0.20698674231504968
8819,0.24509290056882416
5397,0.10419486830273283
14697,0.176386573081332
10407,0.0839615070254711
19224,0.11077109225717303
735,0.04907274467909894
14106,0.4345641352042268
858,0.06602650556214432
9061,0.04541346128213745
12775,0.042115612920827064
7964,0.10014240204440676
30781,0.10089594477508665
29346,0.2044975834402585
17991,0.07439931770466947
15768,0.10593354663612858
15378,0.03286085243897194
27248,0.02480028310221447
5931,0.058121741897303486
11897,0.06320227258111595
10606,0.05749181347262487
28368,0.08836295728543771
11081,0.059859047962444026
19611,0.23225302377926094
1283,0.0811108511231914
18590,0.07152637333761085
2076,0.02492943934743881
19130,0.04925334199760957
29874,0.09188598614951507
16387,0.04980762203769523
22536,0.10379182615453263
30268,0.5137429416886814
23258,0.0867702051334276
14201,0.13740032079549996
10551,0.10027981605693183
28787,0.12853166973121977
23340,0.2927713217829276
26020,0.09964692241190462
22989,0.08134325258392801
14594,0.15423561979880207
10127,0.08926024651570084
18684,0.058241362457852594
20163,0.12335997596491699
997,0.06886025067528145
32505,0.1216759755982744
28948,0.18909457374084543
19793,0.10266518630447413
22487,0.09161643630741967
28765,0.06536683026939936
28078,0.11603510166028173
3780,0.07122682515136095
15396,0.13855594814542885
31167,0.07288722296077184
8834,0.21566751702840387
12051,0.1509600401135158
29453,0.31313832375650785
4305,0.09450529946667797
28298,0.15821016816959646
33189,0.11951004104023016
6611,0.06520571107499258
4763,0.3574555596364836
11459,0.06294405817705116
4870,0.06092654147813966
12630,0.05343559763139398
29618,0.07387332046879548
30033,0.2595875956439501
25404,0.07733692979688157
5522,0.11668460501002781
13026,0.16481747570683872
14788,0.0917884474100469
8450,0.0743644268836981
15425,0.17403720098356926
17221,0.4828186727135709
32535,0.09120764189115414
3356,0.11147921401313732
6938,0.12729100292781387
25715,0.09479642756381797
25064,0.07454822827646415
29805,0.04452404597588819
20608,0.1504605745402646
32283,0.04920386852885027
17793,0.12787452315594558
1525,0.1263995828396466
3579,0.20431466714443788
1704,0.07607459967351729
16657,0.07765056770011089
21066,0.08285113096082623
32817,0.07001449546422533
24938,0.10953001605110096
2837,0.36714985621389484
1157,0.054201827411714885
33154,0.20170673002283576
27434,0.1295202880681589
15056,0.07701239453303706
2555,0.09484938693966653
19701,0.0953243151597764
25529,0.05706166405706871
17070,0.036521488434596336
26053,0.036164534675870476
30684,0.07117414453160231
2815,0.03674671064544697
31291,0.05343427953888107
26903,0.0961119332629263
32889,0.14068008231467774
20873,0.14883744257683135
27921,0.1318480758416372
16150,0.08853280234253985
31345,0.1022938752968551
13375,0.1016341287266165
12369,0.12137579476263399
30180,0.07372696525732143
33355,0.05450436229646435
2417,0.07696632305876482
30481,0.07273962844060294
5540,0.12322623104429185
32713,0.12821437272537886
263,0.21506974236748427
20373,0.1035998159340116
4991,0.11073410321914788
24045,0.1149328390897139
17697,0.07736141646435159
30866,0.08020190643978566
12996,0.1699500006878194
25973,0.03488387933362959
18035,0.2059639474029213
8980,0.09325696870586328
6515,0.21343733375263224
24754,0.06378989647164819
3901,0.04737191396993099
8499,0.17255407062446315
6139,0.036584344208176425
31696,0.05594891692989596
24611,0.050639035254354606
18882,0.027549540742768098
11713,0.28486555612763254
7027,0.07696117655265308
23513,0.039727153797020805
3013,0.18041802516481262
11584,0.059296140224909116
24451,0.08343810353508187
17738,0.22795500989934342
30028,0.23721981574036002
9366,0.1957588585496064
25896,0.07797858555167919
29281,0.12154258618111852
31222,0.19679987111710637
11790,0.1758682080827694
15533,0.4719186308244346
10055,0.18166318720898783
32053,0.2090935994575408
9977,0.1931811670207561
30111,0.15422648913739176
20140,0.18810460598386514
24780,0.09134948359185746
33097,0.0669765807360396
1312,0.09484117242524359
8694,0.053688533842901544
14127,0.15046812350026717
29904,0.11733422481857776
29099,0.07347518804185321
18616,0.06117477763055796
31040,0.14981494180338945
28643,0.08355193302897704
7132,0.2834732954466425
30579,0.06924601974600493
19419,0.09909220532235319
7835,0.10527373594172189
11957,0.07205168194706973
20303,0.058411159739230244
20120,0.053517090981765
24434,0.058799143595681176
25972,0.03347546568477255
10442,0.08488624818006174
24285,0.303318016571563
8925,0.1621042080891016
26227,0.0768989317174868
15960,0.05918544869953787
28482,0.1271645366445808
23555,0.14521587637819253
10319,0.08889047871280366
9717,0.13854724314763145
24606,0.22613225235022064
4545,0.03883023173289178
30371,0.10342816538069133
10309,0.03877959192362656
11076,0.08902304911598076
14411,0.512856418115399
18403,0.021939531979375978
30763,0.25810275750399037
10772,0.02613656209629524
10597,0.09022535696486268
6940,0.06476460907203642
14149,0.23307503778449531
30682,0.1514214796988542
33089,0.06697629489310614
28300,0.19249687810787372
28024,0.10048062742664565
15923,0.10784555325850344
23021,0.04934353859146781
9271,0.13278704249588302
24649,0.10352454010304507
25717,0.07700096405051363
21247,0.2850338289983996
2302,0.0707780512342251
32609,0.16580442541200544
27506,0.05406912643263579
30403,0.2226725786725425
6612,0.05377985261545357
14011,0.06779506723798402
22398,0.04729808514756534
13659,0.10397610120748446
7087,0.09219035275155726
33044,0.18730655801913418
29659,0.21389507237446587
23199,0.09803767466742443
1093,0.07113279805829834
12165,0.039942834836686224
27636,0.04795167454006484
11850,0.17803199556393662
1929,0.06697380900337614
31747,0.28727995563380343
29506,0.10560179896344289
10320,0.061503869547680494
4209,0.09173326801073678
28190,0.14451608981482136
26665,0.35264066200216093
13817,0.10838988077407835
2899,0.199809725527311
8530,0.151145381820097
28742,0.12002038500698073
4944,0.2193294600461077
16458,0.31466966134710406
23632,0.14323685403237568
